id,name,url
IN,AISECT University,http://www.aisectuniversity.ac.in/
CA,University Canada West,http://www.universitycanadawest.ca/
UA,Kiev National Economic University Named after Vadym Hetman,http://www.kneu.edu.ua/
US,Auburn University,http://www.auburn.edu/
KE,Inoorero University,http://www.iu.ac.ke/
US,Salem International University,http://www.salemiu.edu/
ID,Universitas Kristen Indonesia,http://www.uki.ac.id/
JP,Otsuma Women's University,http://www.otsuma.ac.jp/
US,Springfield College,http://www.spfldcol.edu/
FR,Ecole Normale Supérieure de Paris,http://www.ens.fr/
PL,Jagiellonian University Cracow,http://www.uj.edu.pl/
IT,Università Pontificia Salesiana,http://www.unisal.it/
AR,Universidad Nacional de Salta,http://www.unsa.edu.ar/
US,Bethel College McKenzie,http://www.bethel-college.edu/
JP,Nagoya Gakuin University,http://www.ngu.ac.jp/
US,New York Chiropractic College,http://www.nycc.edu/
DE,Universität Bremen,http://www.uni-bremen.de/
AT,Veterinärmedizinische Universität Wien,http://www.vu-wien.ac.at/
GB,University of London,http://www.lon.ac.uk/
ZM,University of Zambia,http://www.unza.zm/
PH,Philippine Women's University,http://www.pwu.edu/
PK,University of the Punjab,http://www.pu.edu.pk/
MY,Universiti Malaysia Terengganu,http://www.umt.edu.my/
IN,Annamalai University,http://www.annamalaiuniversity.ac.in/
SD,Omdurman Islamic University,http://www.oiu.edu.sd/
US,Southern Nazarene University,http://www.snu.edu/
US,Vermont Law School,http://www.vermontlaw.edu/
US,St. Bonaventure University,http://www.sbu.edu/
GH,All Nations University College,http://www.anuc.edu.gh/
DE,Hochschule Fulda,http://www.hs-fulda.de/
ES,"Universidad Internacional de Andalucía, Sede Antonio Machado de Baeza",http://www.uniaam.uia.es/
US,Boston University,http://www.bu.edu/
US,Philadelphia College of Bible,http://www.pcb.edu/
US,University of Iowa,http://www.uiowa.edu/
JM,"University of the West Indies, Mona",http://www.uwimona.edu.jm/
IQ,Al Maarif University College,http://www.auc-edu.org/
IN,"Indian Institute of Technology, Roorkee",http://www.iitr.ac.in/
