,key,booktitle,year
4502,re/2018reet,REET@RE,2018reet
4503,re/2011revote,REVOTE,2011revote
4504,re/2014re4susy,RE4SuSy@RE,2014re4susy
4505,re/2018affectre,AffectRE@RE,2018affectre
4506,re/2014iwspm,IWSPM,2014iwspm
4507,re/2014empire,EmpiRE,2014empire
4508,re/2012empire,EmpIRE,2012empire
4509,re/2008reet,REET,2008reet
4510,re/2010,RE,2010
4511,re/2014modre,MoDRE,2014modre
4512,re/2015espre,ESPRE,2015espre
4514,re/2018,RE,2018
4515,re/2008mere,MERE,2008mere
4516,re/2011resc,RESC,2011resc
4517,re/2015repa,RePa@RE,2015repa
4518,re/2012twinpeaks,TwinPeaks@RE,2012twinpeaks
4519,re/2018empire,EmpiRE@RE,2018empire
4520,re/2011ress,RESS,2011ress
4521,edoc/2002,EDOC,2002
4522,edoc/2007,EDOC,2007
4523,edoc/2015,EDOC,2015
4524,edoc/2009,EDOC,2009
4525,edoc/2009w,EDOCW,2009w
4526,edoc/2010w,EDOCW,2010w
4527,edoc/2005,EDOC,2005
4528,edoc/2017w,EDOC Workshops,2017w
4529,edoc/1999,EDOC,1999
4530,edoc/2008,EDOC,2008
4531,edoc/2013w,EDOC Workshops,2013w
4532,edoc/2003,EDOC,2003
4533,edoc/2006,EDOC,2006
4534,edoc/2013,EDOC,2013
4535,edoc/2001,EDOC,2001
4536,edoc/2016,EDOC,2016
4537,edoc/2012,EDOC,2012
4538,edoc/2011w,EDOCW,2011w
4539,edoc/2016w,EDOC Workshops,2016w
4540,edoc/2014,EDOC,2014
4541,edoc/2004,EDOC,2004
4542,edoc/1997,EDOC,1997
4543,edoc/2008w,EDOCW,2008w
4544,edoc/2014w,EDOC Workshops,2014w
4545,edoc/2012w,EDOC Workshops,2012w
4546,edoc/2000,EDOC,2000
4547,edoc/2017,EDOC,2017
4548,edoc/2015w,EDOC Workshops,2015w
4549,edoc/2007w,EDOCW,2007w
4550,edoc/2010,EDOC,2010
4551,edoc/2006w,EDOC Workshops,2006w
4552,edoc/2011,EDOC,2011
4553,edoc/2018w,EDOC Workshops,2018w
4554,edoc/2018,EDOC,2018
4555,edoc/1998,EDOC,1998
4556,sta/2011w,STA Workshops,2011w
4557,sta/2011,STA,2011
4558,icip/2002,ICIP,2002
4559,icip/2007,ICIP,2007
4560,icip/2015,ICIP,2015
4561,icip/2009,ICIP,2009
4562,icip/1994,ICIP,1994
4563,icip/2005,ICIP,2005
4564,icip/1999,ICIP,1999
4565,icip/2008,ICIP,2008
4566,icip/2003,ICIP,2003
4567,icip/2006,ICIP,2006
4568,icip/2013,ICIP,2013
4569,icip/2001,ICIP,2001
4570,icip/2016,ICIP,2016
4571,icip/1996,ICIP,1996
4572,icip/2012,ICIP,2012
4573,icip/1995,ICIP,1995
4574,icip/2014,ICIP,2014
4575,icip/2004,ICIP,2004
4576,icip/1997,ICIP,1997
4577,icip/2000,ICIP,2000
4578,icip/2017,ICIP,2017
4579,icip/2010,ICIP,2010
4580,icip/2011,ICIP,2011
4581,icip/2018,ICIP,2018
4582,icip/1998,ICIP,1998
4583,xml/2003,Intelligent Search on XML Data,2003
4584,w3c/1998ql,QL,1998ql
4585,w3c/2005r,Rule Languages for Interoperability,2005r
4586,msiw/1989,"Hardware Specification, Verification and Synthesis",1989
4587,intrust/2015,INTRUST,2015
4588,intrust/2009,INTRUST,2009
4589,intrust/2013,INTRUST,2013
4590,intrust/2012,INTRUST,2012
4591,intrust/2014,INTRUST,2014
4592,intrust/2010,INTRUST,2010
4593,intrust/2011,INTRUST,2011
4594,appis/2019,APPIS,2019
4595,appis/2018,APPIS,2018
4596,mas/1998,Mobile Agents and Security,1998
4597,womo/2008,WoMO,2008
4598,womo/2013,WoMO,2013
4599,womo/2012,WoMO,2012
4600,womo/2010,WoMO,2010
4601,womo/2011,WoMO,2011
4602,micai/2013-2,MICAI (2),2013-2
4603,micai/2002,MICAI,2002
4604,micai/2007,MICAI,2007
4605,micai/2016s,MICAI (Special Session),2016s
4606,micai/2009,MICAI,2009
4607,micai/2012-2,MICAI (2),2012-2
4608,micai/2018-1,MICAI (1),2018-1
4609,micai/2015-2,MICAI (2),2015-2
4610,micai/2017-2,MICAI (2),2017-2
4611,micai/2016-1,MICAI (1),2016-1
4612,micai/2005,MICAI,2005
4613,micai/2014s,MICAI (Special Sessions),2014s
4614,micai/2015-1,MICAI (1),2015-1
4615,micai/2013s,MICAI (Special Sessions),2013s
4616,micai/2019,MICAI,2019
4617,micai/2008,MICAI,2008
4618,micai/2018-2,MICAI (2),2018-2
4619,micai/2006lolacom,LoLaCOM,2006lolacom
4620,micai/2006,MICAI,2006
4621,micai/2010-1,MICAI (1),2010-1
4622,micai/2013-1,MICAI (1),2013-1
4623,micai/2017s,MICAI (Special Session),2017s
4624,micai/2011-2,MICAI (2),2011-2
4625,micai/2012-1,MICAI (1),2012-1
4626,micai/2016-2,MICAI (2),2016-2
4627,micai/2014-1,MICAI (1),2014-1
4628,micai/2015s,MICAI (Special Sessions),2015s
4629,micai/2012s,MICAI (Special Sessions),2012s
4630,micai/2011-1,MICAI (1),2011-1
4631,micai/2004,MICAI,2004
4632,micai/2010-s,MICAI (Special Sessions),2010-s
4633,micai/2000,MICAI,2000
4634,micai/2017-1,MICAI (1),2017-1
4635,micai/2010-2,MICAI (2),2010-2
4636,micai/2014-2,MICAI (2),2014-2
4637,hpsc/2009,HPSC,2009
4638,hpsc/2003,HPSC,2003
4639,hpsc/2006,HPSC,2006
4640,hpsc/2012,HPSC,2012
4641,winsys/2007,WINSYS,2007
4642,winsys/2015,WINSYS,2015
4643,winsys/2009,WINSYS,2009
4644,winsys/2008,WINSYS,2008
4645,winsys/2006,WINSYS,2006
4646,winsys/2016,WINSYS,2016
4647,winsys/2014,WINSYS,2014
4648,winsys/2017,WINSYS,2017
4649,winsys/2010,WINSYS,2010
4650,winsys/2011,WINSYS,2011
4651,vlsic/2015,VLSIC,2015
4652,vlsic/2019,VLSI Circuits,2019
4653,vlsic/2016,VLSI Circuits,2016
4654,vlsic/2012,VLSIC,2012
4655,vlsic/2014,VLSIC,2014
4656,vlsic/2018,VLSI Circuits,2018
4657,asist/2002,ASIST,2002
4658,asist/2007,ASIST,2007
4659,asist/2015,ASIST,2015
4660,asist/2009,ASIST,2009
4661,asist/2005,ASIST,2005
4662,asist/2008,ASIST,2008
4663,asist/2003,ASIST,2003
4664,asist/2006,ASIST,2006
4665,asist/2013,ASIST,2013
4666,asist/2016,ASIST,2016
4667,asist/2012,ASIST,2012
4668,asist/2014,ASIST,2014
4669,asist/2004,ASIST,2004
4670,asist/2017,ASIST,2017
4671,asist/2010,ASIST,2010
4672,asist/2011,ASIST,2011
4673,ladc/2007,LADC,2007
4674,ladc/2009,LADC,2009
4675,ladc/2005,LADC,2005
4676,ladc/2003,LADC,2003
4677,ladc/2013,LADC,2013
4678,ladc/2016,LADC,2016
4679,ladc/2011,LADC,2011
4680,ladc/2018,LADC,2018
4681,icdf2c/2015,ICDF2C,2015
4682,icdf2c/2009,ICDF2C,2009
4683,icdf2c/2013,ICDF2C,2013
4684,icdf2c/2012,ICDF2C,2012
4685,icdf2c/2010,ICDF2C,2010
4686,icdf2c/2011,ICDF2C,2011
4687,lpe/2002,LPE,2002
4688,lpe/1992,LPE,1992
4689,lpe/2005,WLPE,2005
4690,lpe/1990,LPE,1990
4691,lpe/1991,LPE,1991
4692,lpe/2003,WLPE,2003
4693,lpe/2001,LPE,2001
4694,lpe/1995,LPE,1995
4695,lpe/1993,LPE,1993
4696,lpe/1997,LPE,1997
4697,afss/2002,AFSS,2002
4698,IEEEinteract/2002,Interaction between Compilers and Computer Architectures,2002
4699,IEEEinteract/2005,Interaction between Compilers and Computer Architectures,2005
4700,IEEEinteract/2003,Interaction between Compilers and Computer Architectures,2003
4701,IEEEinteract/2012,Interaction between Compilers and Computer Architectures,2012
4702,IEEEinteract/2004,Interaction between Compilers and Computer Architectures,2004
4703,IEEEinteract/2011,Interaction between Compilers and Computer Architectures,2011
4704,inhci/2016,IHCI,2016
4705,inhci/2014,IHCI,2014
4706,iwsda/2015,IWSDA,2015
4707,iwsda/2013,IWSDA,2013
4708,iwsda/2017,IWSDA,2017
4709,iwsda/2011,IWSDA,2011
4710,iccbr/2007,ICCBR,2007
4711,iccbr/2015,ICCBR,2015
4712,iccbr/2009,ICCBR,2009
4713,iccbr/2005,ICCBR,2005
4714,iccbr/1999w,ICCBR Workshops,1999w
4715,iccbr/2017w,ICCBR (Workshops),2017w
4716,iccbr/2019,ICCBR,2019
4717,iccbr/1999,ICCBR,1999
4718,iccbr/2003,ICCBR,2003
4719,iccbr/2013,ICCBR,2013
4720,iccbr/2001,ICCBR,2001
4721,iccbr/2016,ICCBR,2016
4722,iccbr/2012,ICCBR,2012
4723,iccbr/2016w,ICCBR (Workshops),2016w
4724,iccbr/1995,ICCBR,1995
4725,iccbr/2007cacoa,CaCoA,2007cacoa
4726,iccbr/2014,ICCBR,2014
4727,iccbr/1997,ICCBR,1997
4728,iccbr/2017,ICCBR,2017
4729,iccbr/2015w,ICCBR (Workshops),2015w
4730,iccbr/2010,ICCBR,2010
4731,iccbr/2011,ICCBR,2011
4732,iccbr/2018,ICCBR,2018
4733,iccbr/2005w,ICCBR Workshops,2005w
4734,iccbr/1998,Case-Based Reasoning Technology,1998
4735,gensips/2009,GENSiPS,2009
4736,gensips/2013,GENSiPS,2013
4737,gensips/2012,GENSiPS,2012
4738,gensips/2010,GENSiPS,2010
4739,gensips/2011,GENSiPS,2011
4740,3dic/2015,3DIC,2015
4741,3dic/2009,3DIC,2009
4742,3dic/2013,3DIC,2013
4743,3dic/2016,3DIC,2016
4744,3dic/2014,3DIC,2014
4745,3dic/2010,3DIC,2010
4746,3dic/2011,3DIC,2011
4747,agtive/2007,AGTIVE,2007
4748,agtive/1999,AGTIVE,1999
4749,agtive/2003,AGTIVE,2003
4750,agtive/2011,AGTIVE,2011
4751,hipc/2002,HiPC,2002
4752,hipc/2007,HiPC,2007
4753,hipc/2015,HiPC,2015
4754,hipc/2009,HiPC,2009
4755,hipc/2005,HiPC,2005
4756,hipc/1999,HiPC,1999
4757,hipc/2008,HiPC,2008
4758,hipc/2003,HiPC,2003
4759,hipc/2006,HiPC,2006
4760,hipc/2013,HiPC,2013
4761,hipc/2001,HiPC,2001
4762,hipc/2016,HiPC,2016
4763,hipc/1996,HIPC,1996
4764,hipc/2012,HiPC,2012
4765,hipc/2016w,HiPC Workshops,2016w
4766,hipc/2014,HiPC,2014
4767,hipc/2004,HiPC,2004
4768,hipc/1997,HiPC,1997
4769,hipc/2000,HiPC,2000
4770,hipc/2017,HiPC,2017
4771,hipc/2015w,HiPC Workshops,2015w
4772,hipc/2010,HiPC,2010
4773,hipc/2011,HiPC,2011
4774,hipc/2018,HiPC,2018
4775,hipc/1998,HiPC,1998
4776,concur/1988,Concurrency,1988
4777,concur/2002,CONCUR,2002
4778,concur/1984,Seminar on Concurrency,1984
4779,concur/2007,CONCUR,2007
4780,concur/2015,CONCUR,2015
4781,concur/2009,CONCUR,2009
4782,concur/1992,CONCUR,1992
4783,concur/1989,"Concurrency: Theory, Language, And Architecture",1989
4784,concur/1994,CONCUR,1994
4785,concur/2005,CONCUR,2005
4786,concur/1990,CONCUR,1990
4787,concur/1991,CONCUR,1991
4788,concur/2019,CONCUR,2019
4789,concur/1999,CONCUR,1999
4790,concur/2008,CONCUR,2008
4791,concur/2003,CONCUR,2003
4792,concur/2006,CONCUR,2006
4793,concur/2013,CONCUR,2013
4794,concur/2001,CONCUR,2001
4795,concur/2016,CONCUR,2016
4796,concur/1996,CONCUR,1996
4797,concur/2012,CONCUR,2012
4798,concur/1995,CONCUR,1995
4799,concur/2014,CONCUR,2014
4800,concur/1993,CONCUR,1993
4801,concur/2004,CONCUR,2004
4802,concur/1997,CONCUR,1997
4803,concur/2000,CONCUR,2000
4804,concur/2017,CONCUR,2017
4805,concur/2010,CONCUR,2010
4806,concur/2011,CONCUR,2011
4807,concur/2018,CONCUR,2018
4808,concur/1998,CONCUR,1998
4809,wirtschaftsinformatik/2015,Wirtschaftsinformatik,2015
4810,wirtschaftsinformatik/2003-2,Wirtschaftsinformatik (2),2003-2
4811,wirtschaftsinformatik/2009-2,Wirtschaftsinformatik (2),2009-2
4812,wirtschaftsinformatik/2005,Wirtschaftsinformatik,2005
4813,wirtschaftsinformatik/2019,Wirtschaftsinformatik,2019
4814,wirtschaftsinformatik/1999,Wirtschaftsinformatik,1999
4815,wirtschaftsinformatik/2019sysrisk,SysRisk@Wirtschaftsinformatik,2019sysrisk
4816,wirtschaftsinformatik/2007-1,Wirtschaftsinformatik (1),2007-1
4817,wirtschaftsinformatik/2013,Wirtschaftsinformatik,2013
4818,wirtschaftsinformatik/2007-2,Wirtschaftsinformatik (2),2007-2
4819,wirtschaftsinformatik/2003-1,Wirtschaftsinformatik (1),2003-1
4820,wirtschaftsinformatik/2001,Wirtschaftsinformatik,2001
4821,wirtschaftsinformatik/2017,Wirtschaftsinformatik,2017
4822,wirtschaftsinformatik/2011,Wirtschaftsinformatik,2011
4823,wirtschaftsinformatik/2019emowi,EMoWI@Wirtschaftsinformatik,2019emowi
4824,wirtschaftsinformatik/2009-1,Wirtschaftsinformatik (1),2009-1
4825,sdb/2008,SDKB,2008
4826,sdb/2001,Semantics in Databases,2001
4827,sdb/1995,Semantics in Databases,1995
4828,sdb/2010,SDKB,2010
4829,sdb/2011,SDKB,2011
4830,agere/2015,AGERE!@SPLASH,2015
4831,agere/2013,AGERE!@SPLASH,2013
4832,agere/2016,AGERE!@SPLASH,2016
4833,agere/2012,AGERE!@SPLASH,2012
4834,agere/2014,AGERE!@SPLASH,2014
4835,agere/2017,AGERE!@SPLASH,2017
4836,agere/2018,AGERE!@SPLASH,2018
4837,icba/2004,ICBA,2004
4838,icsnc/2007,ICSNC,2007
4839,icsnc/2008,ICSNC,2008
4840,icsnc/2006,ICSNC,2006
4841,nlmua/2011,NL-MUA,2011
4842,networds/2015,NetWordS,2015
4843,orm/1994,ORM,1994
4844,posta/2003,POSTA,2003
4845,firmware/1980,Firmware Engineering,1980
4846,ro/2018,RO,2018
4847,icaic/2011-4,ICAIC (4),2011-4
4848,icaic/2011-2,ICAIC (2),2011-2
4849,icaic/2011-1,ICAIC (1),2011-1
4850,icaic/2011-3,ICAIC (3),2011-3
4851,jfpda/2018,JFPDA,2018
4852,ehealth/2015,Digital Health,2015
4853,ehealth/2009,eHealth,2009
4854,ehealth/2008,eHealth,2008
4855,ehealth/2016,Digital Health,2016
4856,ehealth/2017,DH,2017
4857,ehealth/2010,eHealth,2010
4858,ehealth/2011,eHealth,2011
4859,ehealth/2018,DH,2018
4860,icon-nlp/2015,ICON,2015
4861,icon-nlp/2016,ICON,2016
4862,icon-nlp/2014,ICON,2014
4863,icon-nlp/2017,ICON,2017
4864,incdm/2012p,Industrial Conference on Data Mining - Poster and Industry Proceedings,2012p
4865,incdm/2002,Industrial Conference on Data Mining,2002
4866,incdm/2007,ICDM,2007
4867,incdm/2015,ICDM,2015
4868,incdm/2009,ICDM,2009
4869,incdm/2009w,Industrial Conference on Data Mining - Workshop DMM,2009w
4870,incdm/2010w,Industrial Conference on Data Mining - Workshops,2010w
4871,incdm/2011p,Industrial Conference on Data Mining - Poster and Industry Proceedings,2011p
4872,incdm/2006p,Industrial Conference on Data Mining - Posters,2006p
4873,incdm/2008,ICDM,2008
4874,incdm/2013w,Industrial Conference on Data Mining - Workshops,2013w
4875,incdm/2006,Industrial Conference on Data Mining,2006
4876,incdm/2013,ICDM,2013
4877,incdm/2001,Industrial Conference on Data Mining,2001
4878,incdm/2016,ICDM,2016
4879,incdm/2012,ICDM,2012
4880,incdm/2009i,Industrial Conference on Data Mining - Industry Proceedings,2009i
4881,incdm/2011w,Industrial Conference on Data Mining - Workshops,2011w
4882,incdm/2010p,Industrial Conference on Data Mining - Poster and Industry Proceedings,2010p
4883,incdm/2014,ICDM,2014
4884,incdm/2008w,Industrial Conference on Data Mining - Posters and Workshops,2008w
4885,incdm/2012w,Industrial Conference on Data Mining - Workshops,2012w
4886,incdm/2009p,Industrial Conference on Data Mining - Posters,2009p
4887,incdm/2017,ICDM,2017
4888,incdm/2007w,Industrial Conference on Data Mining - Posters and Workshops,2007w
4889,incdm/2010,ICDM,2010
4890,incdm/2006w,Industrial Conference on Data Mining - Workshops,2006w
4891,incdm/2011,ICDM,2011
4892,incdm/2018,ICDM,2018
4893,incdm/2015p,ICDM (Posters),2015p
4894,europlop/2002,EuroPLoP,2002
4895,europlop/2007,EuroPLoP,2007
4896,europlop/2015,EuroPLoP,2015
4897,europlop/2009,EuroPLoP,2009
4898,europlop/2005,EuroPLoP,2005
4899,europlop/1999,EuroPLoP,1999
4900,europlop/2008,EuroPLoP,2008
4901,europlop/2003,EuroPLoP,2003
4902,europlop/2006,EuroPLoP,2006
4903,europlop/2013,EuroPLoP,2013
4904,europlop/2001,EuroPLoP,2001
4905,europlop/2016,EuroPLoP,2016
4906,europlop/2012,EuroPLoP,2012
4907,europlop/2014,EuroPLoP,2014
4908,europlop/2004,EuroPLoP,2004
4909,europlop/2000,EuroPLoP,2000
4910,europlop/2017,EuroPLoP,2017
4911,europlop/2010,EuroPLoP,2010
4912,europlop/2011,EuroPLoP,2011
4913,europlop/2018,EuroPLoP,2018
4914,europlop/1998,EuroPLoP,1998
4915,bertinoro/2005,Self-star Properties in Complex Information Systems,2005
4916,paa/1987,Parallel Algorithms and Architectures,1987
4917,isplc/2015,ISPLC,2015
4918,isplc/2019,ISPLC,2019
4919,isplc/2016,ISPLC,2016
4920,isplc/2017,ISPLC,2017
4921,isplc/2018,ISPLC,2018
4922,icse/2004wads,WADS,2004wads
4923,icse/2018c,ICSE (Companion Volume),2018c
4924,icse/2000future,ICSE - Future of SE Track,2000future
4925,icse/2018raise,RAISE@ICSE,2018raise
4926,icse/2019techdebt,TechDebt@ICSE,2019techdebt
4927,icse/2016sesos,SESoS@ICSE,2016sesos
4928,icse/2018ret,RET@ICSE,2018ret
4929,icse/2016raise,RAISE@ICSE,2016raise
4930,icse/2012raise,RAISE@ICSE,2012raise
4931,icse/2017formalise,FormaliSE@ICSE,2017formalise
4932,icse/2019serp4iot,SERP4IoT@ICSE,2019serp4iot
4933,icse/1988,ICSE,1988
4934,icse/2013gas,GAS@ICSE,2013gas
4935,icse/2010ast,AST,2010ast
4936,icse/2016ast,AST@ICSE,2016ast
4937,icse/2013releng,RELENG@ICSE,2013releng
4938,icse/2018ast,AST@ICSE,2018ast
4939,icse/2014cesi,CESI,2014cesi
4940,icse/2009shark,SHARK@ICSE,2009shark
4941,icse/2019iwor,IWOR@ICSE,2019iwor
4942,icse/2006seams,SEAMS@ICSE,2006seams
4943,icse/2017seip,ICSE-SEIP,2017seip
4944,icse/2002,ICSE,2002
4945,icse/2010sehc,SEHC@ICSE,2010sehc
4946,icse/2016mise,MiSE@ICSE,2016mise
4947,icse/2019mobilesoft,MOBILESoft@ICSE,2019mobilesoft
4948,icse/1984,ICSE,1984
4949,icse/2018seet,ICSE (SEET),2018seet
4950,icse/2014ast,AST,2014ast
4951,icse/2014se4sg,SE4SG,2014se4sg
4952,icse/2012please,PLEASE@ICSE,2012please
4953,icse/2011please,PLEASE@ICSE,2011please
4954,icse/2007,ICSE,2007
4955,icse/2013formalise,FormaliSE,2013formalise
4956,icse/2016semotion,SEmotion@ICSE,2016semotion
4957,icse/2017sescps,SEsCPS@ICSE,2017sescps
4958,icse/2015sems,SEMS@ICSE,2015sems
4959,icse/2016sescps,SEsCPS@ICSE,2016sescps
4960,icse/2012seams,SEAMS,2012seams
4961,icse/2018formalise,FormaliSE@ICSE,2018formalise
4962,icse/2016csed,CSED@ICSE,2016csed
4963,icse/2009ast,AST,2009ast
4964,icse/2018se4cog,SE4COG@ICSE,2018se4cog
4965,icse/1978,ICSE,1978
4966,icse/2009,ICSE,2009
4967,icse/2016seams,SEAMS@ICSE,2016seams
4968,icse/2019mise,MiSE@ICSE,2019mise
4969,icse/2019soheal,SoHeal@ICSE,2019soheal
4970,icse/2014cstva,CSTVA,2014cstva
4971,icse/2016gas,GAS@ICSE,2016gas
4972,icse/1992,ICSE,1992
4973,icse/2019met,MET@ICSE,2019met
4974,icse/2019seis,ICSE-SEIS,2019seis
4975,icse/2009tefse,TEFSE@ICSE,2009tefse
4976,icse/2019seip,ICSE (SEIP),2019seip
4977,icse/2007wosq,WoSQ@ICSE,2007wosq
4978,icse/2018rcose,RCoSE@ICSE,2018rcose
4979,icse/1989,ICSE,1989
4980,icse/2009sess,SESS@ICSE,2009sess
4981,icse/2017seet,ICSE-SEET,2017seet
4982,icse/2012pesos,PESOS@ICSE,2012pesos
4983,icse/2019rcose,RCoSE-DDrEE@ICSE,2019rcose
4984,icse/2019c,ICSE (Companion Volume),2019c
4985,icse/2008sess,SESS,2008sess
4986,icse/2016bridge,BRIDGE@ICSE,2016bridge
4987,icse/2017nier,ICSE-NIER,2017nier
4988,icse/2014rocse,RCoSE,2014rocse
4989,icse/2017dise,DISE@ICSE,2017dise
4990,icse/2007shark,SHARK/ADI@ICSE,2007shark
4991,icse/2016cesi,CESI@ICSE,2016cesi
4992,icse/1994,ICSE,1994
4993,icse/2015coufless,COUFLESS@ICSE,2015coufless
4994,icse/2018sehs,SEHS@ICSE,2018sehs
4995,icse/2014mosemina,MoSEMInA,2014mosemina
4996,icse/2009wads,WADS,2009wads
4997,icse/2015spro,SPRO@ICSE,2015spro
4998,icse/2017seis,ICSE-SEIS,2017seis
4999,icse/2009chase,CHASE,2009chase
5000,icse/2019sescps,SEsCPS@ICSE,2019sescps
5001,icse/2015bigdse,BIGDSE@ICSE 2015,2015bigdse
5002,icse/2019se4science,SE4Science@ICSE,2019se4science
5003,icse/2012s-cube,S-Cube@ICSE,2012s-cube
5004,icse/2010shark,SHARK@ICSE,2010shark
5005,icse/2009c,ICSE Companion,2009c
5006,icse/2019ast,AST@ICSE,2019ast
5007,icse/2017wetsom,WETSoM@ICSE,2017wetsom
5008,icse/2019ret,RET@ICSE,2019ret
5009,icse/2014greens,GREENS,2014greens
5010,icse/2015-2,ICSE (2),2015-2
5011,icse/2018wetseb,WETSEB@ICSE,2018wetseb
5012,icse/2011pesos,PESOS@ICSE,2011pesos
5013,icse/2016serip,SER&IP@ICSE,2016serip
5014,icse/2017se4science,SE4Science@ICSE@ICSE,2017se4science
5015,icse/2015ast,AST@ICSE,2015ast
5016,icse/2013topi,TOPI@ICSE,2013topi
5017,icse/2018se4science,SE4Science@ICSE,2018se4science
5018,icse/2015twinpeaks,TwinPeaks@ICSE,2015twinpeaks
5019,icse/2008c,ICSE Companion,2008c
5020,icse/2011chase,CHASE,2011chase
5021,icse/2017cesi,CESI@ICSE,2017cesi
5022,icse/2014sbst,SBST,2014sbst
5023,icse/2015sescps,SEsCPS@ICSE,2015sescps
5024,icse/2012wrt,WRT@ICSE,2012wrt
5025,icse/2008ulssis,ULSSIS@ICSE,2008ulssis
5026,icse/2006wads,WADS,2006wads
5027,icse/2014pesos,PESOS,2014pesos
5028,icse/2005,ICSE,2005
5029,icse/2015formalise,FormaliSE,2015formalise
5030,icse/2010seams,SEAMS,2010seams
5031,icse/2016tose,TOSE@ICSE,2016tose
5032,icse/2011tefse,TEFSE@ICSE,2011tefse
5033,icse/2009secse,SE-CSE@ICSE,2009secse
5034,icse/2019formalise,FormaliSE@ICSE,2019formalise
5035,icse/2010please,PLEASE@ICSE,2010please
5036,icse/2006sess,SESS@ICSE,2006sess
5037,icse/2018ge,GE@ICSE,2018ge
5038,icse/2017semotion,SEmotion@ICSE,2017semotion
5039,icse/2002wads,WADS,2002wads
5040,icse/2012ast,AST,2012ast
5041,icse/2014rsse,RSSE@ICSE,2014rsse
5042,icse/2012user,USER@ICSE,2012user
5043,icse/2008wads,WADS,2008wads
5044,icse/2012sees,SEES,2012sees
5045,icse/1990,ICSE,1990
5046,icse/2011wrt,WRT@ICSE,2011wrt
5047,icse/2018cesi,CESI@ICSE,2018cesi
5048,icse/2003sehci,ICSE Workshop on SE-HCI,2003sehci
5049,icse/1979,ICSE,1979
5050,icse/2015-1,ICSE (1),2015-1
5051,icse/2013dapse,DAPSE@ICSE,2013dapse
5052,icse/2013pesos,PESOS@ICSE,2013pesos
5053,icse/2016se4science,SE4Science@ICSE,2016se4science
5054,icse/2014fose,FOSE,2014fose
5055,icse/2013ast,AST,2013ast
5056,icse/2018fairware,FairWare@ICSE,2018fairware
5057,icse/2018serip,SER&IP@ICSE,2018serip
5058,icse/2014gtse,GTSE,2014gtse
5059,icse/1991,ICSE,1991
5060,icse/2019seams,SEAMS@ICSE,2019seams
5061,icse/2018wapi,WAPI@ICSE,2018wapi
5062,icse/1987,ICSE,1987
5063,icse/2017chase,CHASE@ICSE,2017chase
5064,icse/2008ast,AST,2008ast
5065,icse/2018semotion,SEmotion@ICSE,2018semotion
5066,icse/2007c,ICSE Companion,2007c
5067,icse/2019,ICSE,2019
5068,icse/2013twinpeaks,TwinPeaks@ICSE,2013twinpeaks
5069,icse/1999,ICSE,1999
5070,icse/1976,ICSE,1976
5071,icse/2016met,MET@ICSE,2016met
5072,icse/2003straw,STRAW,2003straw
5073,icse/2019seet,ICSE (SEET),2019seet
5074,icse/2008,ICSE,2008
5075,icse/2013please,PLEASE,2013please
5076,icse/2006ast,AST,2006ast
5077,icse/2019semotion,SEmotion@ICSE,2019semotion
5078,icse/2011wetsom,WETSoM,2011wetsom
5079,icse/2014chase,CHASE,2014chase
5080,icse/2015ret,RET@ICSE,2015ret
5081,icse/2011sehc,SEHC@ICSE,2011sehc
5082,icse/2015gtse,GTSE@ICSE,2015gtse
5083,icse/2016sehs,SEHS@ICSE,2016sehs
5084,icse/2018seem,SEEM@ICSE,2018seem
5085,icse/2018squade,SQUADE@ICSE,2018squade
5086,icse/2009sehc,SEHC@ICSE,2009sehc
5087,icse/2019wetseb,WETSEB@ICSE,2019wetseb
5088,icse/2014mise,MiSE,2014mise
5089,icse/2011ast,AST,2011ast
5090,icse/2010quovadis,QUOVADIS@ICSE,2010quovadis
5091,icse/2013raise,RAISE@ICSE,2013raise
5092,icse/2017jsos,JSOS@ICSE,2017jsos
5093,icse/2019chase,CHASE@ICSE,2019chase
5094,icse/2011ctgdsd,CTGDSD@ICSE,2011ctgdsd
5095,icse/2019gi,GI@ICSE,2019gi
5096,icse/2012weh,WEH@ICSE,2012weh
5097,icse/2015mobilesoft,MOBILESoft,2015mobilesoft
5098,icse/2003,ICSE,2003
5099,icse/2014twinpeaks,TwinPeaks,2014twinpeaks
5100,icse/1981,ICSE,1981
5101,icse/2017softstart,SoftStart@ICSE,2017softstart
5102,icse/2015cesi,CESI@ICSE,2015cesi
5103,icse/2017secm,SECM@ICSE,2017secm
5104,icse/2017met,MET@ICSE,2017met
5105,icse/2017seams,SEAMS@ICSE,2017seams
5106,icse/2007ast,AST,2007ast
5107,icse/2006,ICSE,2006
5108,icse/2010-1,ICSE (1),2010-1
5109,icse/2014serips,SER&IPs,2014serips
5110,icse/2018techdebt,TechDebt@ICSE,2018techdebt
5111,icse/1982,ICSE,1982
5112,icse/2015seams,SEAMS@ICSE,2015seams
5113,icse/2013,ICSE,2013
5114,icse/2019sbst,SBST@ICSE,2019sbst
5115,icse/2012wetsom,WETSoM,2012wetsom
5116,icse/2019cesi,CESSER-IP@ICSE,2019cesi
5117,icse/2015csd,CSD@ICSE,2015csd
5118,icse/2014seams,SEAMS,2014seams
5119,icse/2015sesos,SESoS@ICSE,2015sesos
5120,icse/2014c,ICSE Companion,2014c
5121,icse/2017c,ICSE (Companion Volume),2017c
5122,icse/2016mobilesoft,MOBILESoft,2016mobilesoft
