,key,booktitle,year
5123,icse/2001,ICSE,2001
5124,icse/2018mobilesoft,ICSE,2018mobilesoft
5125,icse/2007fose,FOSE@ICSE,2007fose
5126,icse/2009pesos,PESOS@ICSE,2009pesos
5127,icse/2019seia,SEiA@ICSE,2019seia
5128,icse/2010pesos,PESOS,2010pesos
5129,icse/2013chase,CHASE@ICSE,2013chase
5130,icse/2018chase,ICSE,2018chase
5131,icse/2013seams,SEAMS,2013seams
5132,icse/2015raise,RAISE@ICSE,2015raise
5133,icse/2019ge,GE@ICSE,2019ge
5134,icse/2016,ICSE,2016
5135,icse/2017sbst,SBST@ICSE,2017sbst
5136,icse/1996,ICSE,1996
5137,icse/2006wosq,WoSQ@ICSE,2006wosq
5138,icse/2019seh,SEH@ICSE,2019seh
5139,icse/2012topi,TOPI@ICSE,2012topi
5140,icse/2012formsera,FormSERA@ICSE,2012formsera
5141,icse/2014wetsom,WETSoM,2014wetsom
5142,icse/2015sam,SAM@ICSE,2015sam
5143,icse/2012,ICSE,2012
5144,icse/2013sehc,SEHC@ICSE,2013sehc
5145,icse/2010chase,CHASE,2010chase
5146,icse/2014formalise,FormaliSE,2014formalise
5147,icse/2013tefse,TEFSE@ICSE,2013tefse
5148,icse/2013wetsom,WETSoM,2013wetsom
5149,icse/2013mtd,MTD@ICSE,2013mtd
5150,icse/2015serip,SER&IP@ICSE,2015serip
5151,icse/2019sst,SST@ICSE,2019sst
5152,icse/2016formalise,FormaliSE@ICSE,2016formalise
5153,icse/2016wetsom,WETSoM@ICSE,2016wetsom
5154,icse/1995,ICSE,1995
5155,icse/2015sst,SST@ICSE,2015sst
5156,icse/2014mobilesoft,MOBILESoft,2014mobilesoft
5157,icse/2014,ICSE,2014
5158,icse/2007seams,SEAMS,2007seams
5159,icse/2017mise,MiSE@ICSE,2017mise
5160,icse/2015csise,CSI-SE@ICSE,2015csise
5161,icse/2011topi,TOPI@ICSE,2011topi
5162,icse/2003wads,WADS,2003wads
5163,icse/2018csise,CSI-SE@ICSE,2018csise
5164,icse/2005sess,SESS@ICSE,2005sess
5165,icse/2018seis,ICSE-SEIS,2018seis
5166,icse/1985,ICSE,1985
5167,icse/2013assure,ASSURE@ICSE,2013assure
5168,icse/2019raise,RAISE@ICSE,2019raise
5169,icse/2017ecase,ECASE@ICSE,2017ecase
5170,icse/2017rcose,RCoSE@ICSE,2017rcose
5171,icse/2014iwp,IWP,2014iwp
5172,icse/2017csise,CSI-SE@ICSE,2017csise
5173,icse/1993,ICSE,1993
5174,icse/2018sead,SEAD@ICSE,2018sead
5175,icse/2004,ICSE,2004
5176,icse/2011mtd,MTD@ICSE,2011mtd
5177,icse/2019rose,RoSE@ICSE,2019rose
5178,icse/2017vace,VACE@ICSE,2017vace
5179,icse/2015wetsom,WETSoM@ICSE,2015wetsom
5180,icse/1997,ICSE,1997
5181,icse/2010sess,SESS@ICSE,2010sess
5182,icse/2010rsse,RSSE@ICSE,2010rsse
5183,icse/2015please,PLEASE,2015please
5184,icse/2018seia,SEiA@ICSE,2018seia
5185,icse/2008seams,SEAMS,2008seams
5186,icse/2018nier,ICSE (NIER),2018nier
5187,icse/2012ctgdsd,CTGDSD@ICSE,2012ctgdsd
5188,icse/2018sescps,SEsCPS@ICSE,2018sescps
5189,icse/2017wapi,WAPI@ICSE,2017wapi
5190,icse/2009seams,SEAMS,2009seams
5191,icse/2005edu,Software Education and Training Sessions @ ICSE,2005edu
5192,icse/2010sesena,SESENA@ICSE,2010sesena
5193,icse/2013cesi,CESI@ICSE,2013cesi
5194,icse/2013mise,MiSE,2013mise
5195,icse/2011shark,SHARK@ICSE,2011shark
5196,icse/2011seams,SEAMS,2011seams
5197,icse/2019botse,BotSE@ICSE,2019botse
5198,icse/2008wosq,WoSQ@ICSE,2008wosq
5199,icse/2012edurex,EduRex@ICSE,2012edurex
5200,icse/2016vace,VACE@ICSE,2016vace
5201,icse/2015se4hpcs,SE4HPCS@ICSE,2015se4hpcs
5202,icse/2000,ICSE,2000
5203,icse/2019sesos,SESoS-WDES,2019sesos
5204,icse/2019ecase,ECASE@ICSE,2019ecase
5205,icse/2017,ICSE,2017
5206,icse/2017serip,SER&IP@ICSE,2017serip
5207,icse/1994sehci,ICSE Workshop on SE-CHI,1994sehci
5208,icse/2018gi,GI@ICSE,2018gi
5209,icse/2018seams,SEAMS@ICSE,2018seams
5210,icse/2008shark,SHARK,2008shark
5211,icse/2015mise,MiSE,2015mise
5212,icse/2013ctgdsd,CTGDSD@ICSE,2013ctgdsd
5213,icse/2014csise,CSI-SE,2014csise
5214,icse/2013user,USER@ICSE,2013user
5215,icse/2018sesos,SESoS@ICSE,2018sesos
5216,icse/2018seip,ICSE (SEIP),2018seip
5217,icse/2015releng,RELENG@ICSE,2015releng
5218,icse/2012rsse,RSSE@ICSE,2012rsse
5219,icse/2007mise,MiSE@ICSE,2007mise
5220,icse/2013cmsbse,CMSBSE@ICSE,2013cmsbse
5221,icse/2007sess,SESS@ICSE,2007sess
5222,icse/2017mobilesoft,MOBILESoft@ICSE,2017mobilesoft
5223,icse/2012usare,UsARE@ICSE,2012usare
5224,icse/2016sbst,SBST@ICSE,2016sbst
5225,icse/2010wetsom,WETSoM,2010wetsom
5226,icse/2018soheal,SoHeal@ICSE,2018soheal
5227,icse/2012gas,GAS@ICSE,2012gas
5228,icse/2014raise,RAISE,2014raise
5229,icse/2018mise,MiSE@ICSE,2018mise
5230,icse/2008mise,MiSE,2008mise
5231,icse/2015sbst,SBST@ICSE,2015sbst
5232,icse/2016chase,CHASE@ICSE,2016chase
5233,icse/2013gtse,GTSE@ICSE,2013gtse
5234,icse/2015pesos,PESOS@ICSE,2015pesos
5235,icse/2011sess,SESS@ICSE,2011sess
5236,icse/2017ast,AST@ICSE,2017ast
5237,icse/2007wads,WADS,2007wads
5238,icse/2011,ICSE,2011
5239,icse/2018rose,RoSE@ICSE,2018rose
5240,icse/2008chase,CHASE,2008chase
5241,icse/2018sbst,SBST@ICSE,2018sbst
5242,icse/2018,ICSE,2018
5243,icse/2018sefaias,SEFAIAS@ICSE,2018sefaias
5244,icse/2005wosq,WoSQ@ICSE,2005wosq
5245,icse/2012chase,CHASE,2012chase
5246,icse/2015gas,GAS@ICSE,2015gas
5247,icse/2013live,LIVE@ICSE,2013live
5248,icse/2012mtd,MTD@ICSE,2012mtd
5249,icse/2012sehc,SEHC@ICSE,2012sehc
5250,icse/2012se4sg,SE4SG,2012se4sg
5251,icse/2009mise,MiSE@ICSE,2009mise
5252,icse/1993w,ICSE Workshop on Studies of Software Design,1993w
5253,icse/2012mise,MiSE,2012mise
5254,icse/2010-2,ICSE (2),2010-2
5255,icse/1998,ICSE,1998
5256,icse/2016bigdse,BIGDSE@ICSE,2016bigdse
5257,icse/2016c,ICSE (Companion Volume),2016c
5258,icse/2015telerise,TELERISE@ICSE,2015telerise
5259,icse/2018met,MET@ICSE,2018met
5260,icse/2009wosq,WoSQ@ICSE,2009wosq
5261,icse/2013secse,SE-CSE@ICSE,2013secse
5262,icse/2016csise,CSI-SE@ICSE,2016csise
5263,icse/2019nier,ICSE (NIER),2019nier
5264,icse/2015chase,CHASE@ICSE,2015chase
5265,icse/2011sesena,SESENA@ICSE,2011sesena
5266,icse/2013se4sg,SE4SG@ICSE,2013se4sg
5267,icse/2015rcose,RCoSE,2015rcose
5268,lpss/1992,Logic Programming Summer School,1992
5269,softent/1989,Software-Entwicklung,1989
5270,cinq/2004hz,Constraint-Based Mining and Inductive Databases,2004hz
5271,ilrn/2019,iLRN,2019
5272,ilrn/2016,iLRN,2016
5273,ilrn/2017,iLRN,2017
5274,ilrn/2018,iLRN,2018
5275,IEEEisic/2007,ISIC,2007
5276,IEEEisic/2008,ISIC,2008
5277,IEEEisic/2013,ISIC,2013
5278,IEEEisic/2012,ISIC,2012
5279,IEEEisic/2014,ISIC,2014
5280,IEEEisic/2010,ISIC,2010
5281,IEEEisic/2011,ISIC,2011
5282,sach/2006,SACH,2006
5283,icc/2002,ICC,2002
5284,icc/1984,ICC,1984
5285,icc/2019w,ICC Workshops,2019w
5286,icc/2007,ICC,2007
5287,icc/2015,ICC,2015
5288,icc/2009,ICC,2009
5289,icc/2005,ICC,2005
5290,icc/2017w,ICC Workshops,2017w
5291,icc/2019,ICC,2019
5292,icc/2008,ICC,2008
5293,icc/2013w,ICC Workshops,2013w
5294,icc/2003,ICC,2003
5295,icc/2006,ICC,2006
5296,icc/2013,ICC,2013
5297,icc/1986,ICC,1986
5298,icc/2001,ICC,2001
5299,icc/2016,ICC,2016
5300,icc/2012,ICC,2012
5301,icc/2016w,ICC Workshops,2016w
5302,icc/2014,ICC,2014
5303,icc/2004,ICC,2004
5304,icc/1997,ICC,1997
5305,icc/2014w,ICC Workshops,2014w
5306,icc/2000,ICC,2000
5307,icc/2017,ICC,2017
5308,icc/2015w,ICC Workshops,2015w
5309,icc/2010,ICC,2010
5310,icc/2011,ICC,2011
5311,icc/2018w,ICC Workshops,2018w
5312,icc/2018,ICC,2018
5313,csae/2019,CSAE,2019
5314,ab/2007,AB,2007
5315,ab/2008,AB,2008
5316,wpmc/2013,WPMC,2013
5317,wpmc/2016,WPMC,2016
5318,wpmc/2012,WPMC,2012
5319,wpmc/2014,WPMC,2014
5320,wpmc/2017,WPMC,2017
5321,wpmc/2011,WPMC,2011
5322,wpmc/2018,WPMC,2018
5323,isocc/2016,ISOCC,2016
5324,isocc/2012,ISOCC,2012
5325,isocc/2017,ISOCC,2017
5326,isocc/2011,ISOCC,2011
5327,isocc/2018,ISOCC,2018
5328,gascom/2018,GASCom,2018
5329,geoinfo/2007,GeoInfo,2007
5330,geoinfo/2015,GeoInfo,2015
5331,geoinfo/2005,GeoInfo,2005
5332,geoinfo/2008,GeoInfo,2008
5333,geoinfo/2003,GeoInfo,2003
5334,geoinfo/2006,GeoInfo,2006
5335,geoinfo/2013,GeoInfo,2013
5336,geoinfo/2016,GeoInfo,2016
5337,geoinfo/2012,GeoInfo,2012
5338,geoinfo/2014,GeoInfo,2014
5339,geoinfo/2004,GeoInfo,2004
5340,geoinfo/2017,GEOINFO,2017
5341,geoinfo/2010,GeoInfo,2010
5342,geoinfo/2011,GeoInfo,2011
5343,geoinfo/2018,GEOINFO,2018
5344,obd/2016,OBD,2016
5345,obd/2017,Innovate-Data,2017
5346,obd/2018,Innovate-Data,2018
5347,rv/2007,RV,2007
5348,rv/2015,RV,2015
5349,rv/2009,RV,2009
5350,rv/2019,RV,2019
5351,rv/2008,RV,2008
5352,rv/2013,RV,2013
5353,rv/2016,RV,2016
5354,rv/2012,RV,2012
5355,rv/2017cubes,RV-CuBES,2017cubes
5356,rv/2014,RV,2014
5357,rv/2017,RV,2017
5358,rv/2010,RV,2010
5359,rv/2011,RV,2011
5360,rv/2018,RV,2018
5361,esslli/2017fadli,FADLI@ESSLLI,2017fadli
5362,esslli/2009vic,ViC,2009vic
5363,esslli/2018st,ESSLLI Student Sessions,2018st
5364,esslli/1999,ESSLLI Student Papers,1999
5365,esslli/2009s,ESSLLI Student Sessions,2009s
5366,esslli/1997,ESSLLI,1997
5367,esslli/2012lc,ESSLLI Logic & Cognition Workshop,2012lc
5368,esslli/2016c3gi,C3GI@ESSLLI,2016c3gi
5369,esslli/2011,ESSLLI,2011
5370,esslli/2013st,ESSLLI Student Sessions,2013st
5371,esslli/2011st,ESSLLI Student Sessions,2011st
5372,acl-pitr/2013,PITR@ACL,2013
5373,acl-pitr/2012,PITR@NAACL-HLT,2012
5374,acl-pitr/2014,PITR@EACL,2014
5375,tppp/1994,TPPP,1994
5376,have/2015,HAVE,2015
5377,have/2013,HAVE,2013
5378,have/2012,HAVE,2012
5379,have/2014,HAVE,2014
5380,have/2017,HAVE,2017
5381,have/2011,HAVE,2011
5382,have/2018,HAVE,2018
5383,alpit/2007,ALPIT,2007
5384,alpit/2008,ALPIT,2008
5385,gg/2002,ICGT,2002
5386,gg/2015,ICGT,2015
5387,gg/1978,Graph-Grammars and Their Application to Computer Science and Biology,1978
5388,gg/1990,Graph-Grammars and Their Application to Computer Science,1990
5389,gg/2015gcm,GCM@ICGT,2015gcm
5390,gg/2019,ICGT,2019
5391,gg/2008,ICGT,2008
5392,gg/2006,ICGT,2006
5393,gg/1982,Graph-Grammars and Their Application to Computer Science,1982
5394,gg/1986,Graph-Grammars and Their Application to Computer Science,1986
5395,gg/2016,ICGT,2016
5396,gg/2012,ICGT,2012
5397,gg/2014,ICGT,2014
5398,gg/2004,ICGT,2004
5399,gg/2017,ICGT,2017
5400,gg/2010,ICGT,2010
5401,gg/2018,ICGT,2018
5402,dmiaf/2016,DMIAF,2016
5403,pdpta/2002-4,PDPTA,2002-4
5404,pdpta/2003-2,PDPTA,2003-2
5405,pdpta/2009,PDPTA,2009
5406,pdpta/2006-2,PDPTA,2006-2
5407,pdpta/2004-2,PDPTA,2004-2
5408,pdpta/2004-3,PDPTA,2004-3
5409,pdpta/2002-2,PDPTA,2002-2
5410,pdpta/2005-1,PDPTA,2005-1
5411,pdpta/1999,PDPTA,1999
5412,pdpta/2008,PDPTA,2008
5413,pdpta/2004-1,PDPTA,2004-1
5414,pdpta/2002-1,PDPTA,2002-1
5415,pdpta/2007-1,PDPTA,2007-1
5416,pdpta/2005-2,PDPTA,2005-2
5417,pdpta/2007-2,PDPTA,2007-2
5418,pdpta/2003-3,PDPTA,2003-3
5419,pdpta/2003-1,PDPTA,2003-1
5420,pdpta/1996,PDPTA,1996
5421,pdpta/1995,PDPTA,1995
5422,pdpta/1997,PDPTA,1997
5423,pdpta/2000,PDPTA,2000
5424,pdpta/2003-4,PDPTA,2003-4
5425,pdpta/2002-3,PDPTA,2002-3
5426,pdpta/2005-3,PDPTA,2005-3
5427,pdpta/2010,PDPTA,2010
5428,pdpta/2006-1,PDPTA,2006-1
5429,fia/2009,Future Internet Assembly,2009
5430,fia/2010ldsi,LDFI@FIA,2010ldsi
5431,fia/2013,Future Internet Assembly,2013
5432,fia/2012,Future Internet Assembly,2012
5433,fia/2010,Future Internet Assembly,2010
5434,fia/2011,Future Internet Assembly,2011
5435,cisda/2007,CISDA,2007
5436,cisda/2015,CISDA,2015
5437,cisda/2009,CISDA,2009
5438,cisda/2013,CISDA,2013
5439,cisda/2012,CISDA,2012
5440,cisda/2014,CISDA,2014
5441,cisda/2011,CISDA,2011
5442,cibse/2007,CIbSE,2007
5443,cibse/2015,CIbSE,2015
5444,cibse/2009,CIbSE,2009
5445,cibse/2005,CIbSE,2005
5446,cibse/2019,CIbSE,2019
5447,cibse/2008,CIbSE,2008
5448,cibse/2006,CIbSE,2006
5449,cibse/2013,CIbSE,2013
5450,cibse/2016,CIbSE,2016
5451,cibse/2012,CIbSE,2012
5452,cibse/2014,CIbSE,2014
5453,cibse/2017,CIbSE,2017
5454,cibse/2018,CIbSE,2018
5455,ipom/2007,IPOM,2007
5456,ipom/2009,IPOM,2009
5457,ipom/2005,IPOM,2005
5458,ipom/2008,IPOM,2008
5459,ipom/2006,IPOM,2006
5460,pit/2008,PIT,2008
5461,pit/2006,PIT,2006
5462,sle/2015,SLE,2015
5463,sle/2009,SLE,2009
5464,sle/2019,SLE,2019
5465,sle/2008,SLE,2008
5466,sle/2013,SLE,2013
5467,sle/2012d,SLE (Doctoral Symposium),2012d
5468,sle/2016,SLE,2016
5469,sle/2012,SLE,2012
5470,sle/2014,SLE,2014
5471,sle/2017,SLE,2017
5472,sle/2010,SLE,2010
5473,sle/2011,SLE,2011
5474,sle/2018,SLE,2018
5475,seal/2002,SEAL,2002
5476,seal/2008,SEAL,2008
5477,seal/2006,SEAL,2006
5478,seal/1996,SEAL,1996
5479,seal/2012,SEAL,2012
5480,seal/2014,SEAL,2014
5481,seal/2017,SEAL,2017
5482,seal/2010,SEAL,2010
5483,seal/1998,SEAL,1998
5484,pacbb/2015,PACBB,2015
5485,pacbb/2019,PACBB,2019
5486,pacbb/2013,PACBB,2013
5487,pacbb/2016,PACBB,2016
5488,pacbb/2012,PACBB,2012
5489,pacbb/2014,PACBB,2014
5490,pacbb/2017,PACBB,2017
5491,pacbb/2011,PACBB,2011
5492,pacbb/2018,PACBB,2018
5493,hpcc/2007,HPCC,2007
5494,hpcc/2015,HPCC/CSS/ICESS,2015
5495,hpcc/2009,HPCC,2009
5496,hpcc/2005,HPCC,2005
5497,hpcc/2019,HPCC/SmartCity/DSS,2019
5498,hpcc/2008,HPCC,2008
5499,hpcc/2006,HPCC,2006
5500,hpcc/2013,HPCC/EUC,2013
5501,hpcc/2016,HPCC/SmartCity/DSS,2016
5502,hpcc/2012,HPCC-ICESS,2012
5503,hpcc/2014,HPCC/CSS/ICESS,2014
5504,hpcc/2017,HPCC/SmartCity/DSS,2017
5505,hpcc/2010,HPCC,2010
5506,hpcc/2011,HPCC,2011
5507,hpcc/2018,HPCC/SmartCity/DSS,2018
5508,mbmv/2002,MBMV,2002
5509,mbmv/2007,MBMV,2007
5510,mbmv/2015,MBMV,2015
5511,mbmv/2009,MBMV,2009
5512,mbmv/2019,MBMV,2019
5513,mbmv/1999,MBMV,1999
5514,mbmv/2008,MBMV,2008
5515,mbmv/2003,MBMV,2003
5516,mbmv/2006,MBMV,2006
5517,mbmv/2013,MBMV,2013
5518,mbmv/2001,MBMV,2001
5519,mbmv/2016,MBMV,2016
5520,mbmv/2012,MBMV,2012
5521,mbmv/2014,MBMV,2014
5522,mbmv/2004,MBMV,2004
5523,mbmv/2000,MBMV,2000
5524,mbmv/2017,MBMV,2017
5525,mbmv/2010,MBMV,2010
5526,mbmv/2011,MBMV,2011
5527,mbmv/2018,MBMV,2018
5528,mbmv/1998,MBMV,1998
5529,bda/1988,BDA,1988
5530,bda/2002,BDA,2002
5531,bda/2007,BDA,2007
5532,bda/1992,BDA,1992
5533,bda/1989,BDA,1989
5534,bda/1994,BDA,1994
5535,bda/2005,BDA,2005
5536,bda/1990,BDA,1990
5537,bda/1991,BDA,1991
5538,bda/1987,BDA,1987
5539,bda/1999,BDA,1999
5540,bda/2003,BDA,2003
5541,bda/2006,BDA,2006
5542,bda/1986,BDA,1986
5543,bda/2001,BDA,2001
5544,bda/1996,BDA,1996
5545,bda/1995,BDA,1995
5546,bda/1985,BDA,1985
5547,bda/1993,BDA,1993
5548,bda/2004,BDA,2004
5549,bda/1997,BDA,1997
5550,bda/2000,BDA,2000
5551,bda/1998,BDA,1998
5552,proms/2001,PROMS,2001
5553,apsitt/2015,APSITT,2015
5554,host/2015,HOST,2015
5555,host/2009,HOST,2009
5556,host/2019,HOST,2019
5557,host/2008,HOST,2008
5558,host/2013,HOST,2013
5559,host/2016,HOST,2016
5560,host/2012,HOST,2012
5561,host/2014,HOST,2014
5562,host/2016a,AsianHOST,2016a
5563,host/2017,HOST,2017
5564,host/2010,HOST,2010
5565,host/2011,HOST,2011
5566,host/2018,HOST,2018
5567,pqcrypto/2019,PQCrypto,2019
5568,pqcrypto/2008,PQCrypto,2008
5569,pqcrypto/2013,PQCrypto,2013
5570,pqcrypto/2016,PQCrypto,2016
5571,pqcrypto/2014,PQCrypto,2014
5572,pqcrypto/2017,PQCrypto,2017
5573,pqcrypto/2010,PQCrypto,2010
5574,pqcrypto/2011,PQCrypto,2011
5575,pqcrypto/2018,PQCrypto,2018
5576,cbmi/2007,CBMI,2007
5577,cbmi/2015,CBMI,2015
5578,cbmi/2009,CBMI,2009
5579,cbmi/2019,CBMI,2019
5580,cbmi/2008,CBMI,2008
5581,cbmi/2013,CBMI,2013
5582,cbmi/2016,CBMI,2016
5583,cbmi/2012,CBMI,2012
5584,cbmi/2014,CBMI,2014
5585,cbmi/2017,CBMI,2017
5586,cbmi/2010,CBMI,2010
5587,cbmi/2011,CBMI,2011
5588,cbmi/2018,CBMI,2018
5589,metainformatics/2002,Metainformatics,2002
5590,metainformatics/2005,Metainformatics,2005
5591,metainformatics/2003,Metainformatics,2003
5592,metainformatics/2004,Metainformatics,2004
5593,ifip2-4/1998,Systems Implementation 2000,1998
5594,seus/2007,SEUS,2007
5595,seus/2009,SEUS,2009
5596,seus/2005,SEUS,2005
5597,seus/2008,SEUS,2008
5598,seus/2006,SEUS/WCCIA,2006
5599,seus/2010,SEUS,2010
5600,sice/2019,SICE,2019
5601,itc/1988,ITC,1988
5603,itc/1984,ITC,1984
5604,itc/2007,ITC,2007
5605,itc/2015,ITC,2015
5606,itc/2009,ITC,2009
5607,itc/1992,ITC,1992
5608,itc/1989,ITC,1989
5610,itc/2005,ITC,2005
5611,itc/1990,ITC,1990
5612,itc/1991,ITC,1991
5614,itc/2008,ITC,2008
5616,itc/1981,ITC,1981
5617,itc/2006,ITC,2006
5618,itc/1982,ITC,1982
5619,itc/2013,ITC,2013
5620,itc/1986,ITC,1986
5621,itc/1983,ITC,1983
5623,itc/2016,ITC,2016
5625,itc/2012,ITC,2012
5627,itc/2014,ITC,2014
5628,itc/1985,ITC,1985
5633,itc/2017,ITC,2017
5634,itc/2010,ITC,2010
5635,itc/2011,ITC,2011
5636,itc/2018,ITC,2018
5638,cicomms/2013,CIComms,2013
5639,cicomms/2014,CIComms,2014
5640,utp/2019,UTP,2019
5641,utp/2008,UTP,2008
5642,utp/2006,UTP,2006
5643,utp/2016,UTP,2016
5644,utp/2012,UTP,2012
5645,utp/2014,UTP,2014
5646,utp/2010,UTP,2010
5647,bdas/2015,BDAS,2015
5648,bdas/2019,BDAS,2019
5649,bdas/2016,BDAS,2016
5650,bdas/2014,BDAS,2014
5651,bdas/2017,BDAS,2017
5652,bdas/2018,BDAS,2018
5653,comnet/2015,COMNET,2015
5654,comnet/2012,COMNET,2012
5655,comnet/2014,COMNET,2014
5656,comnet/2017,ComNet,2017
5657,comnet/2018,ComNet,2018
5658,paap/2015,PAAP,2015
5659,paap/2012,PAAP,2012
5660,paap/2014,PAAP,2014
5661,paap/2017,PAAP,2017
5662,paap/2010,PAAP,2010
5663,paap/2011,PAAP,2011
5664,paap/2018,PAAP,2018
5665,ifm/2002,IFM,2002
5666,ifm/2007,IFM,2007
5667,ifm/2009,IFM,2009
5668,ifm/2005,IFM,2005
5669,ifm/1999,IFM,1999
5670,ifm/2013,IFM,2013
5671,ifm/2016,IFM,2016
5672,ifm/2012,IFM,2012
5673,ifm/2014,IFM,2014
5674,ifm/2004,IFM,2004
5675,ifm/2000,IFM,2000
5676,ifm/2017,IFM,2017
5677,ifm/2010,IFM,2010
5678,ifm/2018,IFM,2018
5679,iccal/1992,ICCAL,1992
5680,iccal/1989,ICCAL,1989
5681,iccal/1990,ICCAL,1990
5682,ner/2015,NER,2015
5683,ner/2019,NER,2019
5684,ner/2017,NER,2017
5685,iwocl/2015,IWOCL,2015
5686,iwocl/2019,IWOCL,2019
5687,iwocl/2016,IWOCL,2016
5688,iwocl/2014,IWOCL,2014
5689,iwocl/2017,IWOCL,2017
5690,iwocl/2018,IWOCL,2018
5691,ictai/2002,ICTAI,2002
5692,ictai/2015,ICTAI,2015
5693,ictai/2009,ICTAI,2009
5694,ictai/1992,ICTAI,1992
5695,ictai/1989,TAI,1989
5696,ictai/2008-1,ICTAI (1),2008-1
5697,ictai/1994,ICTAI,1994
5698,ictai/2005,ICTAI,2005
5699,ictai/1990,TAI,1990
5700,ictai/1991,ICTAI,1991
5701,ictai/1999,ICTAI,1999
5702,ictai/2008-2,ICTAI (2),2008-2
5703,ictai/2003,ICTAI,2003
5704,ictai/2007-1,ICTAI (1),2007-1
5705,ictai/2006,ICTAI,2006
5706,ictai/2010-1,ICTAI (1),2010-1
5707,ictai/2013,ICTAI,2013
5708,ictai/2007-2,ICTAI (2),2007-2
5709,ictai/2001,ICTAI,2001
5710,ictai/2018cima,CIMA@ICTAI,2018cima
5711,ictai/2016,ICTAI,2016
5712,ictai/1996,ICTAI,1996
5713,ictai/2012,ICTAI,2012
5714,ictai/1995,ICTAI,1995
5715,ictai/2014,ICTAI,2014
5716,ictai/1993,ICTAI,1993
5717,ictai/2004,ICTAI,2004
5718,ictai/1997,ICTAI,1997
5719,ictai/2000,ICTAI,2000
5720,ictai/2017,ICTAI,2017
5721,ictai/2011,ICTAI,2011
5722,ictai/2018,ICTAI,2018
5723,ictai/2010-2,ICTAI (2),2010-2
5724,ictai/1998,ICTAI,1998
5725,cve/2002,CVE,2002
5726,icsap/2009,ICSAP,2009
5727,icsap/2010,ICSAP,2010
5728,mcta/2005,MCTA,2005
5729,chorochronos/2003,Spatio-Temporal Databases: The CHOROCHRONOS Approach,2003
5730,permis/2009,PerMIS,2009
5731,permis/2008,PerMIS,2008
5732,permis/2012,PerMIS,2012
5733,permis/2010,PerMIS,2010
5734,iciap/2013-2,ICIAP (2),2013-2
5735,iciap/2019w,ICIAP Workshops,2019w
5736,iciap/2007,ICIAP,2007
5737,iciap/2009,ICIAP,2009
5738,iciap/2015-2,ICIAP (2),2015-2
5739,iciap/2017-2,ICIAP (2),2017-2
5740,iciap/2005,ICIAP,2005
5741,iciap/2017w,ICIAP Workshops,2017w
5742,iciap/2015-1,ICIAP (1),2015-1
5743,iciap/2019-2,ICIAP (2),2019-2
5744,iciap/1999,ICIAP,1999
5745,iciap/2003,ICIAP,2003
5746,iciap/2013-1,ICIAP (1),2013-1
5747,iciap/2011-2,ICIAP (2),2011-2
5748,iciap/2001,ICIAP,2001
5749,iciap/1997-1,ICIAP,1997-1
5750,iciap/2013-w,ICIAP Workshops,2013-w
5751,iciap/1995,ICIAP,1995
5752,iciap/2011-1,ICIAP (1),2011-1
5753,iciap/2017-1,ICIAP (1),2017-1
5754,iciap/2015w,ICIAP Workshops,2015w
5755,iciap/2019-1,ICIAP (1),2019-1
5756,iciap/1997-2,ICIAP,1997-2
5757,iot360/2015-2,IoT 360 (2),2015-2
5758,iot360/2015-1,IoT 360 (1),2015-1
5759,iot360/2014-1,IoT360 (1),2014-1
5760,iot360/2014-2,IoT360 (2),2014-2
5761,cogip/2012,CIP,2012
5762,cogip/2014,CIP,2014
5763,cogip/2010,CIP,2010
5764,mata/2002,MATA,2002
5765,mata/2005,MATA,2005
5766,mata/2003,MATA,2003
5767,mata/2001,MATA,2001
5768,mata/2004,MATA,2004
5769,mata/2000,MATA,2000
5770,erlang/2002,Erlang Workshop,2002
5771,erlang/2007,Erlang Workshop,2007
5772,erlang/2015,Erlang Workshop,2015
5773,erlang/2009,Erlang Workshop,2009
5774,erlang/2005,Erlang Workshop,2005
5775,erlang/2008,Erlang Workshop,2008
5776,erlang/2003,Erlang Workshop,2003
5777,erlang/2006,Erlang Workshop,2006
5778,erlang/2013,Erlang Workshop,2013
5779,erlang/2016,Erlang Workshop,2016
5780,erlang/2012,Erlang Workshop,2012
5781,erlang/2014,Erlang Workshop,2014
5782,erlang/2004,Erlang Workshop,2004
5783,erlang/2017,Erlang Workshop,2017
5784,erlang/2010,Erlang Workshop,2010
5785,erlang/2011,Erlang Workshop,2011
5786,erlang/2018,Erlang Workshop,2018
5787,icetc/2009,ICETC,2009
5788,icetc/2014,ICETC,2014
5789,icetc/2017,ICETC,2017
5790,kicss/2015,KICSS,2015
5791,kicss/2013,KICSS,2013
5792,kicss/2016,KICSS,2016
5793,kicss/2012,KICSS,2012
5794,kicss/2014,KICSS,2014
5795,kicss/2010,KICSS,2010
5796,fotfs/2001,FotFS,2001
5797,politicalspeech/2010,Political Speech,2010
5798,itre/2005,ITRE,2005
5799,itre/2006,ITRE,2006
5800,door/2016s,DOOR (Supplement),2016s
5801,door/2016,DOOR,2016
5802,crisis/2015,CRiSIS,2015
5803,crisis/2009,CRiSIS,2009
5804,crisis/2008,CRiSIS,2008
5805,crisis/2013,CRiSIS,2013
5806,crisis/2016,CRiSIS,2016
5807,crisis/2012,CRiSIS,2012
5808,crisis/2014,CRiSIS,2014
5809,crisis/2017,CRiSIS,2017
